ElectionDate	PartyCode	PartyName	RaceCode	OfficeDesc	CountyCode	CountyName	Juris1num	Juris2num	Precincts	PrecinctsReporting	CanNameLast	CanNameFirst	CanNameMiddle	CanVotes
8/23/2022	REP	Republican	USR	United States Representative	STJ	St. Johns	006		0	0	Waltz	Michael		4633
8/23/2022	REP	Republican	USR	United States Representative	VOL	Volusia	006		63	63	Waltz	Michael		20497
8/23/2022	REP	Republican	USR	United States Representative	SEM	Seminole	007		83	83	Benfield	Erika		1886
8/23/2022	REP	Republican	USR	United States Representative	VOL	Volusia	007		73	73	Benfield	Erika		2078
8/23/2022	REP	Republican	USR	United States Representative	SEM	Seminole	007		83	83	Duke	Brady		7972
8/23/2022	REP	Republican	USR	United States Representative	VOL	Volusia	007		73	73	Duke	Brady		3249
8/23/2022	REP	Republican	USR	United States Representative	SEM	Seminole	007		83	83	Edwards	Ted		2792
8/23/2022	REP	Republican	USR	United States Representative	VOL	Volusia	007		73	73	Edwards	Ted		1467
8/23/2022	REP	Republican	USR	United States Representative	SEM	Seminole	007		83	83	Mills	Cory		11939
8/23/2022	REP	Republican	USR	United States Representative	VOL	Volusia	007		73	73	Mills	Cory		15818
8/23/2022	REP	Republican	USR	United States Representative	SEM	Seminole	007		83	83	Roberts	Rusty		2871
8/23/2022	REP	Republican	USR	United States Representative	VOL	Volusia	007		73	73	Roberts	Rusty		1160
8/23/2022	REP	Republican	USR	United States Representative	SEM	Seminole	007		83	83	Sabatini	Anthony		9810
8/23/2022	REP	Republican	USR	United States Representative	VOL	Volusia	007		73	73	Sabatini	Anthony		7522
8/23/2022	REP	Republican	USR	United States Representative	SEM	Seminole	007		83	83	Santos	Armando	Al	860
8/23/2022	REP	Republican	USR	United States Representative	VOL	Volusia	007		73	73	Santos	Armando	Al	644
8/23/2022	REP	Republican	USR	United States Representative	SEM	Seminole	007		83	83	Sturgill	Scott		2061
8/23/2022	REP	Republican	USR	United States Representative	VOL	Volusia	007		73	73	Sturgill	Scott		1033
8/23/2022	REP	Republican	USR	United States Representative	ORA	Orange	009		54	54	Castillo	Jose		2836
8/23/2022	REP	Republican	USR	United States Representative	OSC	Osceola	009		125	125	Castillo	Jose		3858
8/23/2022	REP	Republican	USR	United States Representative	POL	Polk	009		0	0	Castillo	Jose		843
8/23/2022	REP	Republican	USR	United States Representative	ORA	Orange	009		54	54	Moore	Scotty		7331
8/23/2022	REP	Republican	USR	United States Representative	OSC	Osceola	009		125	125	Moore	Scotty		8692
8/23/2022	REP	Republican	USR	United States Representative	POL	Polk	009		0	0	Moore	Scotty		948
8/23/2022	REP	Republican	USR	United States Representative	ORA	Orange	009		54	54	Morales	Adianis		1650
8/23/2022	REP	Republican	USR	United States Representative	OSC	Osceola	009		125	125	Morales	Adianis		2015
8/23/2022	REP	Republican	USR	United States Representative	POL	Polk	009		0	0	Morales	Adianis		304
8/23/2022	REP	Republican	USR	United States Representative	ORA	Orange	009		54	54	Ortiz	Sergio	E.	679
8/23/2022	REP	Republican	USR	United States Representative	OSC	Osceola	009		125	125	Ortiz	Sergio	E.	1040
8/23/2022	REP	Republican	USR	United States Representative	POL	Polk	009		0	0	Ortiz	Sergio	E.	181
8/23/2022	REP	Republican	USR	United States Representative	ORA	Orange	010		147	147	Jones	Lateresa 'L.A.'		1614
8/23/2022	REP	Republican	USR	United States Representative	ORA	Orange	010		147	147	Le	Tuan		3601
8/23/2022	REP	Republican	USR	United States Representative	ORA	Orange	010		147	147	Lowe	Thuy 'Twee'		3201
8/23/2022	REP	Republican	USR	United States Representative	ORA	Orange	010		147	147	Montague	Willie		3176
8/23/2022	REP	Republican	USR	United States Representative	ORA	Orange	010		147	147	Weed	Peter		3541
8/23/2022	REP	Republican	USR	United States Representative	ORA	Orange	010		147	147	Wimbish	Calvin	B.	12103
8/23/2022	REP	Republican	USR	United States Representative	LAK	Lake	011		61	61	Loomer	Laura		11849
8/23/2022	REP	Republican	USR	United States Representative	ORA	Orange	011		57	57	Loomer	Laura		7765
8/23/2022	REP	Republican	USR	United States Representative	POL	Polk	011		0	0	Loomer	Laura		1353
8/23/2022	REP	Republican	USR	United States Representative	SUM	Sumter	011		30	30	Loomer	Laura		16680
8/23/2022	REP	Republican	USR	United States Representative	LAK	Lake	011		61	61	Soriano	Gavriel	E.	1171
8/23/2022	REP	Republican	USR	United States Representative	ORA	Orange	011		57	57	Soriano	Gavriel	E.	1259
8/23/2022	REP	Republican	USR	United States Representative	POL	Polk	011		0	0	Soriano	Gavriel	E.	186
8/23/2022	REP	Republican	USR	United States Representative	SUM	Sumter	011		30	30	Soriano	Gavriel	E.	1456
8/23/2022	REP	Republican	USR	United States Representative	LAK	Lake	011		61	61	Webster	Daniel		13175
8/23/2022	REP	Republican	USR	United States Representative	ORA	Orange	011		57	57	Webster	Daniel		13855
8/23/2022	REP	Republican	USR	United States Representative	POL	Polk	011		0	0	Webster	Daniel		1378
8/23/2022	REP	Republican	USR	United States Representative	SUM	Sumter	011		30	30	Webster	Daniel		15061
8/23/2022	REP	Republican	USR	United States Representative	CIT	Citrus	012		31	31	Bilirakis	Gus	Michael	17487
8/23/2022	REP	Republican	USR	United States Representative	HER	Hernando	012		0	0	Bilirakis	Gus	Michael	15801
8/23/2022	REP	Republican	USR	United States Representative	PAS	Pasco	012		0	0	Bilirakis	Gus	Michael	33901
8/23/2022	REP	Republican	USR	United States Representative	CIT	Citrus	012		31	31	Leiser	Chris		1237
8/23/2022	REP	Republican	USR	United States Representative	HER	Hernando	012		0	0	Leiser	Chris		1117
8/23/2022	REP	Republican	USR	United States Representative	PAS	Pasco	012		0	0	Leiser	Chris		1646
8/23/2022	REP	Republican	USR	United States Representative	CIT	Citrus	012		31	31	Martin	Jack		2544
8/23/2022	REP	Republican	USR	United States Representative	HER	Hernando	012		0	0	Martin	Jack		2681
8/23/2022	REP	Republican	USR	United States Representative	PAS	Pasco	012		0	0	Martin	Jack		2565
8/23/2022	REP	Republican	USR	United States Representative	CIT	Citrus	012		31	31	Perras	Brian		907
8/23/2022	REP	Republican	USR	United States Representative	HER	Hernando	012		0	0	Perras	Brian		957
8/23/2022	REP	Republican	USR	United States Representative	PAS	Pasco	012		0	0	Perras	Brian		1353
8/23/2022	REP	Republican	USR	United States Representative	CIT	Citrus	012		31	31	Preskitt	Sid		750
8/23/2022	REP	Republican	USR	United States Representative	HER	Hernando	012		0	0	Preskitt	Sid		635
8/23/2022	REP	Republican	USR	United States Representative	PAS	Pasco	012		0	0	Preskitt	Sid		757
8/23/2022	REP	Republican	USR	United States Representative	PIN	Pinellas	013		229	229	Hayslett	Kevin		28108
8/23/2022	REP	Republican	USR	United States Representative	PIN	Pinellas	013		229	229	Kheireddine	Moneer		1599
8/23/2022	REP	Republican	USR	United States Representative	PIN	Pinellas	013		229	229	Luna	Anna	Paulina	37156
8/23/2022	REP	Republican	USR	United States Representative	PIN	Pinellas	013		229	229	Makki	Amanda		14159
8/23/2022	REP	Republican	USR	United States Representative	PIN	Pinellas	013		229	229	Quinn	Christine	Y.	2510
8/23/2022	REP	Republican	USR	United States Representative	HIL	Hillsborough	014		178	178	Judge	James		15220
8/23/2022	REP	Republican	USR	United States Representative	PIN	Pinellas	014		57	57	Judge	James		5246
8/23/2022	REP	Republican	USR	United States Representative	HIL	Hillsborough	014		178	178	Nashagh	Samar 'Sam'		4821
8/23/2022	REP	Republican	USR	United States Representative	PIN	Pinellas	014		57	57	Nashagh	Samar 'Sam'		1829
8/23/2022	REP	Republican	USR	United States Representative	HIL	Hillsborough	014		178	178	Torres	Jerry		8475
8/23/2022	REP	Republican	USR	United States Representative	PIN	Pinellas	014		57	57	Torres	Jerry		2923
8/23/2022	REP	Republican	USR	United States Representative	HIL	Hillsborough	015		165	165	Grimes	Demetries	'Commander'	2923
8/23/2022	REP	Republican	USR	United States Representative	PAS	Pasco	015		0	0	Grimes	Demetries	'Commander'	1589
8/23/2022	REP	Republican	USR	United States Representative	POL	Polk	015		0	0	Grimes	Demetries	'Commander'	1117
8/23/2022	REP	Republican	USR	United States Representative	HIL	Hillsborough	015		165	165	Lee	Laurel		14607
8/23/2022	REP	Republican	USR	United States Representative	PAS	Pasco	015		0	0	Lee	Laurel		4541
8/23/2022	REP	Republican	USR	United States Representative	POL	Polk	015		0	0	Lee	Laurel		3333
8/23/2022	REP	Republican	USR	United States Representative	HIL	Hillsborough	015		165	165	McGovern	Kevin	'Mac'	2699
8/23/2022	REP	Republican	USR	United States Representative	PAS	Pasco	015		0	0	McGovern	Kevin	'Mac'	1222
8/23/2022	REP	Republican	USR	United States Representative	POL	Polk	015		0	0	McGovern	Kevin	'Mac'	792
8/23/2022	REP	Republican	USR	United States Representative	HIL	Hillsborough	015		165	165	Stargel	Kelli		8198
8/23/2022	REP	Republican	USR	United States Representative	PAS	Pasco	015		0	0	Stargel	Kelli		2559
8/23/2022	REP	Republican	USR	United States Representative	POL	Polk	015		0	0	Stargel	Kelli		4315
8/23/2022	REP	Republican	USR	United States Representative	HIL	Hillsborough	015		165	165	Toledo	Jackie		4496
8/23/2022	REP	Republican	USR	United States Representative	PAS	Pasco	015		0	0	Toledo	Jackie		1270
8/23/2022	REP	Republican	USR	United States Representative	POL	Polk	015		0	0	Toledo	Jackie		541
8/23/2022	REP	Republican	USR	United States Representative	HIL	Hillsborough	016		107	107	Buchanan	Vern		24481
8/23/2022	REP	Republican	USR	United States Representative	MAN	Manatee	016		71	71	Buchanan	Vern		39547
8/23/2022	REP	Republican	USR	United States Representative	HIL	Hillsborough	016		107	107	Hyde	Martin		3790
8/23/2022	REP	Republican	USR	United States Representative	MAN	Manatee	016		71	71	Hyde	Martin		6429
8/23/2022	REP	Republican	USR	United States Representative	CLL	Collier	018		0	0	Franklin	Scott		12
8/23/2022	REP	Republican	USR	United States Representative	DES	Desoto	018		15	15	Franklin	Scott		1276
8/23/2022	REP	Republican	USR	United States Representative	GLA	Glades	018		13	13	Franklin	Scott		695
8/23/2022	REP	Republican	USR	United States Representative	HAR	Hardee	018		12	12	Franklin	Scott		1395
8/23/2022	REP	Republican	USR	United States Representative	HEN	Hendry	018		11	11	Franklin	Scott		1584
8/23/2022	REP	Republican	USR	United States Representative	HIG	Highlands	018		25	25	Franklin	Scott		7723
8/23/2022	REP	Republican	USR	United States Representative	OKE	Okeechobee	018		11	11	Franklin	Scott		1705
8/23/2022	REP	Republican	USR	United States Representative	POL	Polk	018		0	0	Franklin	Scott		30537
8/23/2022	REP	Republican	USR	United States Representative	CLL	Collier	018		0	0	Hartpence	Kenneth 'Kenny'	James	2
8/23/2022	REP	Republican	USR	United States Representative	DES	Desoto	018		15	15	Hartpence	Kenneth 'Kenny'	James	182
8/23/2022	REP	Republican	USR	United States Representative	GLA	Glades	018		13	13	Hartpence	Kenneth 'Kenny'	James	113
8/23/2022	REP	Republican	USR	United States Representative	HAR	Hardee	018		12	12	Hartpence	Kenneth 'Kenny'	James	111
8/23/2022	REP	Republican	USR	United States Representative	HEN	Hendry	018		11	11	Hartpence	Kenneth 'Kenny'	James	181
8/23/2022	REP	Republican	USR	United States Representative	HIG	Highlands	018		25	25	Hartpence	Kenneth 'Kenny'	James	950
8/23/2022	REP	Republican	USR	United States Representative	OKE	Okeechobee	018		11	11	Hartpence	Kenneth 'Kenny'	James	198
8/23/2022	REP	Republican	USR	United States Representative	POL	Polk	018		0	0	Hartpence	Kenneth 'Kenny'	James	2262
8/23/2022	REP	Republican	USR	United States Representative	CLL	Collier	018		0	0	Raybon	Jennifer		3
8/23/2022	REP	Republican	USR	United States Representative	DES	Desoto	018		15	15	Raybon	Jennifer		350
8/23/2022	REP	Republican	USR	United States Representative	GLA	Glades	018		13	13	Raybon	Jennifer		224
8/23/2022	REP	Republican	USR	United States Representative	HAR	Hardee	018		12	12	Raybon	Jennifer		123
8/23/2022	REP	Republican	USR	United States Representative	HEN	Hendry	018		11	11	Raybon	Jennifer		327
8/23/2022	REP	Republican	USR	United States Representative	HIG	Highlands	018		25	25	Raybon	Jennifer		1613
8/23/2022	REP	Republican	USR	United States Representative	OKE	Okeechobee	018		11	11	Raybon	Jennifer		900
8/23/2022	REP	Republican	USR	United States Representative	POL	Polk	018		0	0	Raybon	Jennifer		3066
8/23/2022	REP	Republican	USR	United States Representative	CLL	Collier	018		0	0	Schmeling	Wendy	June	0
8/23/2022	REP	Republican	USR	United States Representative	DES	Desoto	018		15	15	Schmeling	Wendy	June	105
8/23/2022	REP	Republican	USR	United States Representative	GLA	Glades	018		13	13	Schmeling	Wendy	June	66
8/23/2022	REP	Republican	USR	United States Representative	HAR	Hardee	018		12	12	Schmeling	Wendy	June	52
8/23/2022	REP	Republican	USR	United States Representative	HEN	Hendry	018		11	11	Schmeling	Wendy	June	100
8/23/2022	REP	Republican	USR	United States Representative	HIG	Highlands	018		25	25	Schmeling	Wendy	June	808
8/23/2022	REP	Republican	USR	United States Representative	OKE	Okeechobee	018		11	11	Schmeling	Wendy	June	138
8/23/2022	REP	Republican	USR	United States Representative	POL	Polk	018		0	0	Schmeling	Wendy	June	2830
8/23/2022	REP	Republican	USR	United States Representative	CLL	Collier	018		0	0	Tarazona	Eduardo 'Eddie'	G.	2
8/23/2022	REP	Republican	USR	United States Representative	DES	Desoto	018		15	15	Tarazona	Eduardo 'Eddie'	G.	66
8/23/2022	REP	Republican	USR	United States Representative	GLA	Glades	018		13	13	Tarazona	Eduardo 'Eddie'	G.	131
8/23/2022	REP	Republican	USR	United States Representative	HAR	Hardee	018		12	12	Tarazona	Eduardo 'Eddie'	G.	34
8/23/2022	REP	Republican	USR	United States Representative	HEN	Hendry	018		11	11	Tarazona	Eduardo 'Eddie'	G.	138
8/23/2022	REP	Republican	USR	United States Representative	HIG	Highlands	018		25	25	Tarazona	Eduardo 'Eddie'	G.	342
8/23/2022	REP	Republican	USR	United States Representative	OKE	Okeechobee	018		11	11	Tarazona	Eduardo 'Eddie'	G.	108
8/23/2022	REP	Republican	USR	United States Representative	POL	Polk	018		0	0	Tarazona	Eduardo 'Eddie'	G.	1043
8/23/2022	REP	Republican	USR	United States Representative	CLL	Collier	019		0	0	Donalds	Byron		21359
8/23/2022	REP	Republican	USR	United States Representative	LEE	Lee	019		85	85	Donalds	Byron		54833
8/23/2022	REP	Republican	USR	United States Representative	CLL	Collier	019		0	0	Huff	Jim		4595
8/23/2022	REP	Republican	USR	United States Representative	LEE	Lee	019		85	85	Huff	Jim		10200
8/23/2022	REP	Republican	USR	United States Representative	MRT	Martin	021		27	27	Buongiorno	Jeff		2948
8/23/2022	REP	Republican	USR	United States Representative	PAL	Palm Beach	021		219	219	Buongiorno	Jeff		3613
8/23/2022	REP	Republican	USR	United States Representative	STL	St. Lucie	021		60	60	Buongiorno	Jeff		2289
8/23/2022	REP	Republican	USR	United States Representative	MRT	Martin	021		27	27	Martz	Melissa		1976
8/23/2022	REP	Republican	USR	United States Representative	PAL	Palm Beach	021		219	219	Martz	Melissa		2359
8/23/2022	REP	Republican	USR	United States Representative	STL	St. Lucie	021		60	60	Martz	Melissa		1851
8/23/2022	REP	Republican	USR	United States Representative	MRT	Martin	021		27	27	Mast	Brian		18131
8/23/2022	REP	Republican	USR	United States Representative	PAL	Palm Beach	021		219	219	Mast	Brian		18015
8/23/2022	REP	Republican	USR	United States Representative	STL	St. Lucie	021		60	60	Mast	Brian		20389
8/23/2022	REP	Republican	USR	United States Representative	MRT	Martin	021		27	27	Skrbic	Ljubo		326
8/23/2022	REP	Republican	USR	United States Representative	PAL	Palm Beach	021		219	219	Skrbic	Ljubo		305
8/23/2022	REP	Republican	USR	United States Representative	STL	St. Lucie	021		60	60	Skrbic	Ljubo		222
8/23/2022	REP	Republican	USR	United States Representative	PAL	Palm Beach	022		381	381	Adeimy	Deborah		11842
8/23/2022	REP	Republican	USR	United States Representative	PAL	Palm Beach	022		381	381	Arianas	Peter	Steven	2082
8/23/2022	REP	Republican	USR	United States Representative	PAL	Palm Beach	022		381	381	Dorilas	Rod		6594
8/23/2022	REP	Republican	USR	United States Representative	PAL	Palm Beach	022		381	381	Franzese	Dan		11972
8/23/2022	REP	Republican	USR	United States Representative	PAL	Palm Beach	022		381	381	Lawlor	Carrie		2055
8/23/2022	REP	Republican	USR	United States Representative	BRO	Broward	023		100	100	Budd	Joe		8020
8/23/2022	REP	Republican	USR	United States Representative	PAL	Palm Beach	023		79	79	Budd	Joe		4572
8/23/2022	REP	Republican	USR	United States Representative	BRO	Broward	023		100	100	Cerezo Swaffar	Darlene		2616
8/23/2022	REP	Republican	USR	United States Representative	PAL	Palm Beach	023		79	79	Cerezo Swaffar	Darlene		1256
8/23/2022	REP	Republican	USR	United States Representative	BRO	Broward	023		100	100	Chess	Steven		2382
8/23/2022	REP	Republican	USR	United States Representative	PAL	Palm Beach	023		79	79	Chess	Steven		458
8/23/2022	REP	Republican	USR	United States Representative	BRO	Broward	023		100	100	McLaughlin	Christy		2794
8/23/2022	REP	Republican	USR	United States Representative	PAL	Palm Beach	023		79	79	McLaughlin	Christy		1038
8/23/2022	REP	Republican	USR	United States Representative	BRO	Broward	023		100	100	Perrone	Myles		478
8/23/2022	REP	Republican	USR	United States Representative	PAL	Palm Beach	023		79	79	Perrone	Myles		161
8/23/2022	REP	Republican	USR	United States Representative	BRO	Broward	023		100	100	Pruden	James 'Jim'		4967
8/23/2022	REP	Republican	USR	United States Representative	PAL	Palm Beach	023		79	79	Pruden	James 'Jim'		2432
8/23/2022	REP	Republican	USR	United States Representative	BRO	Broward	023		100	100	Weinstein	Ira		1385
8/23/2022	REP	Republican	USR	United States Representative	PAL	Palm Beach	023		79	79	Weinstein	Ira		912
8/23/2022	REP	Republican	USR	United States Representative	BRO	Broward	024		11	11	Navarro	Jesus	G.	431
8/23/2022	REP	Republican	USR	United States Representative	DAD	Miami-Dade	024		291	291	Navarro	Jesus	G.	5942
8/23/2022	REP	Republican	USR	United States Representative	BRO	Broward	024		11	11	Spicer	Lavern		225
8/23/2022	REP	Republican	USR	United States Representative	DAD	Miami-Dade	024		291	291	Spicer	Lavern		3281
8/23/2022	REP	Republican	USR	United States Representative	BRO	Broward	025		141	141	Spalding	Carla		16425
8/23/2022	REP	Republican	USR	United States Representative	BRO	Broward	025		141	141	Young	Rubin		6511
8/23/2022	REP	Republican	USR	United States Representative	CLL	Collier	026		0	0	Aquino	Darren		4454
8/23/2022	REP	Republican	USR	United States Representative	DAD	Miami-Dade	026		203	203	Aquino	Darren		2431
8/23/2022	REP	Republican	USR	United States Representative	CLL	Collier	026		0	0	Diaz-Balart	Mario		15126
8/23/2022	REP	Republican	USR	United States Representative	DAD	Miami-Dade	026		203	203	Diaz-Balart	Mario		21735
8/23/2022	REP	Republican	USR	United States Representative	DAD	Miami-Dade	027		318	318	Polo	Frank		8023
8/23/2022	REP	Republican	USR	United States Representative	DAD	Miami-Dade	027		318	318	Salazar	Marìa	Elvira	33760
8/23/2022	REP	Republican	USR	United States Representative	DAD	Miami-Dade	028		237	237	Garin	Carlos		5328
8/23/2022	REP	Republican	USR	United States Representative	MON	Monroe	028		33	33	Garin	Carlos		720
8/23/2022	REP	Republican	USR	United States Representative	DAD	Miami-Dade	028		237	237	Gimenez	Carlos	A.	23449
8/23/2022	REP	Republican	USR	United States Representative	MON	Monroe	028		33	33	Gimenez	Carlos	A.	5313
8/23/2022	REP	Republican	USR	United States Representative	DAD	Miami-Dade	028		237	237	Miller	Karl 'KW'		2213
8/23/2022	REP	Republican	USR	United States Representative	MON	Monroe	028		33	33	Miller	Karl 'KW'		2182
8/23/2022	REP	Republican	AGR	Commissioner of Agriculture	ALA	Alachua			66	66	Shaw	James	W.	4815
8/23/2022	REP	Republican	AGR	Commissioner of Agriculture	BAK	Baker			0	0	Shaw	James	W.	1765
8/23/2022	REP	Republican	AGR	Commissioner of Agriculture	BAY	Bay			27	27	Shaw	James	W.	6404
8/23/2022	REP	Republican	AGR	Commissioner of Agriculture	BRA	Bradford			14	14	Shaw	James	W.	1375
8/23/2022	REP	Republican	AGR	Commissioner of Agriculture	BRE	Brevard			0	0	Shaw	James	W.	17921
8/23/2022	REP	Republican	AGR	Commissioner of Agriculture	BRO	Broward			345	345	Shaw	James	W.	23661
8/23/2022	REP	Republican	AGR	Commissioner of Agriculture	CAL	Calhoun			11	11	Shaw	James	W.	514
8/23/2022	REP	Republican	AGR	Commissioner of Agriculture	CHA	Charlotte			0	0	Shaw	James	W.	9094
8/23/2022	REP	Republican	AGR	Commissioner of Agriculture	CIT	Citrus			31	31	Shaw	James	W.	6730
8/23/2022	REP	Republican	AGR	Commissioner of Agriculture	CLA	Clay			48	48	Shaw	James	W.	9853
8/23/2022	REP	Republican	AGR	Commissioner of Agriculture	CLL	Collier			0	0	Shaw	James	W.	14086
8/23/2022	REP	Republican	AGR	Commissioner of Agriculture	CLM	Columbia			29	29	Shaw	James	W.	1947
8/23/2022	REP	Republican	AGR	Commissioner of Agriculture	DES	Desoto			15	15	Shaw	James	W.	711
8/23/2022	REP	Republican	AGR	Commissioner of Agriculture	DIX	Dixie			10	10	Shaw	James	W.	715
8/23/2022	REP	Republican	AGR	Commissioner of Agriculture	DUV	Duval			186	186	Shaw	James	W.	31327
8/23/2022	REP	Republican	AGR	Commissioner of Agriculture	ESC	Escambia			79	79	Shaw	James	W.	11846
8/23/2022	REP	Republican	AGR	Commissioner of Agriculture	FLA	Flagler			21	21	Shaw	James	W.	5709
