ElectionDate	PartyCode	PartyName	RaceCode	OfficeDesc	CountyCode	CountyName	Juris1num	Juris2num	Precincts	PrecinctsReporting	CanNameLast	CanNameFirst	CanNameMiddle	CanVotes
11/5/2024	REP	Republican	PRE	President of the United States	JAC	Jackson			14	14	Vance	Trump	/	16074
11/5/2024	REP	Republican	PRE	President of the United States	JEF	Jefferson			16	16	Vance	Trump	/	5011
11/5/2024	REP	Republican	PRE	President of the United States	LAF	Lafayette			5	5	Vance	Trump	/	3296
11/5/2024	REP	Republican	PRE	President of the United States	LAK	Lake			92	92	Vance	Trump	/	140500
11/5/2024	REP	Republican	PRE	President of the United States	LEE	Lee			99	99	Vance	Trump	/	250661
11/5/2024	REP	Republican	PRE	President of the United States	LEO	Leon			0	0	Vance	Trump	/	60397
11/5/2024	REP	Republican	PRE	President of the United States	LEV	Levy			13	13	Vance	Trump	/	18245
11/5/2024	REP	Republican	PRE	President of the United States	LIB	Liberty			0	0	Vance	Trump	/	2898
11/5/2024	REP	Republican	PRE	President of the United States	MAD	Madison			11	11	Vance	Trump	/	5874
11/5/2024	REP	Republican	PRE	President of the United States	MAN	Manatee			71	71	Vance	Trump	/	140486
11/5/2024	REP	Republican	PRE	President of the United States	MRN	Marion			106	106	Vance	Trump	/	140173
11/5/2024	REP	Republican	PRE	President of the United States	MRT	Martin			28	28	Vance	Trump	/	64121
11/5/2024	REP	Republican	PRE	President of the United States	DAD	Miami-Dade			762	762	Vance	Trump	/	605590
11/5/2024	REP	Republican	PRE	President of the United States	MON	Monroe			33	33	Vance	Trump	/	26064
11/5/2024	REP	Republican	PRE	President of the United States	NAS	Nassau			18	18	Vance	Trump	/	47945
11/5/2024	REP	Republican	PRE	President of the United States	OKA	Okaloosa			52	52	Vance	Trump	/	80309
11/5/2024	REP	Republican	PRE	President of the United States	OKE	Okeechobee			11	11	Vance	Trump	/	12315
11/5/2024	REP	Republican	PRE	President of the United States	ORA	Orange			257	257	Vance	Trump	/	258279
11/5/2024	REP	Republican	PRE	President of the United States	OSC	Osceola			126	126	Vance	Trump	/	86713
11/5/2024	REP	Republican	PRE	President of the United States	PAL	Palm Beach			799	799	Vance	Trump	/	366836
11/5/2024	REP	Republican	PRE	President of the United States	PAS	Pasco			120	120	Vance	Trump	/	197779
11/5/2024	REP	Republican	PRE	President of the United States	PIN	Pinellas			286	286	Vance	Trump	/	269472
11/5/2024	REP	Republican	PRE	President of the United States	POL	Polk			172	172	Vance	Trump	/	209044
11/5/2024	REP	Republican	PRE	President of the United States	PUT	Putnam			37	37	Vance	Trump	/	26700
11/5/2024	REP	Republican	PRE	President of the United States	SAN	Santa Rosa			41	41	Vance	Trump	/	84314
11/5/2024	REP	Republican	PRE	President of the United States	SAR	Sarasota			103	103	Vance	Trump	/	163219
11/5/2024	REP	Republican	PRE	President of the United States	SEM	Seminole			82	82	Vance	Trump	/	129735
11/5/2024	REP	Republican	PRE	President of the United States	STJ	St. Johns			53	53	Vance	Trump	/	128759
11/5/2024	REP	Republican	PRE	President of the United States	STL	St. Lucie			61	61	Vance	Trump	/	100293
11/5/2024	REP	Republican	PRE	President of the United States	SUM	Sumter			30	30	Vance	Trump	/	72134
11/5/2024	REP	Republican	PRE	President of the United States	SUW	Suwannee			9	9	Vance	Trump	/	17561
11/5/2024	REP	Republican	PRE	President of the United States	TAY	Taylor			14	14	Vance	Trump	/	7954
11/5/2024	REP	Republican	PRE	President of the United States	UNI	Union			13	13	Vance	Trump	/	5224
11/5/2024	REP	Republican	PRE	President of the United States	VOL	Volusia			143	143	Vance	Trump	/	187691
11/5/2024	REP	Republican	PRE	President of the United States	WAK	Wakulla			0	0	Vance	Trump	/	14246
11/5/2024	REP	Republican	PRE	President of the United States	WAL	Walton			21	21	Vance	Trump	/	38970
11/5/2024	REP	Republican	PRE	President of the United States	WAS	Washington			12	12	Vance	Trump	/	10370
11/5/2024	DEM	Democrat	PRE	President of the United States	ALA	Alachua			63	63	Walz	Harris	/	81578
11/5/2024	DEM	Democrat	PRE	President of the United States	BAK	Baker			9	9	Walz	Harris	/	1982
11/5/2024	DEM	Democrat	PRE	President of the United States	BAY	Bay			29	29	Walz	Harris	/	25201
11/5/2024	DEM	Democrat	PRE	President of the United States	BRA	Bradford			13	13	Walz	Harris	/	2946
11/5/2024	DEM	Democrat	PRE	President of the United States	BRE	Brevard			163	163	Walz	Harris	/	141233
11/5/2024	DEM	Democrat	PRE	President of the United States	BRO	Broward			358	358	Walz	Harris	/	507328
11/5/2024	DEM	Democrat	PRE	President of the United States	CAL	Calhoun			10	10	Walz	Harris	/	1021
11/5/2024	DEM	Democrat	PRE	President of the United States	CHA	Charlotte			82	82	Walz	Harris	/	40450
11/5/2024	DEM	Democrat	PRE	President of the United States	CIT	Citrus			32	32	Walz	Harris	/	26276
11/5/2024	DEM	Democrat	PRE	President of the United States	CLA	Clay			48	48	Walz	Harris	/	37926
11/5/2024	DEM	Democrat	PRE	President of the United States	CLL	Collier			67	67	Walz	Harris	/	71720
11/5/2024	DEM	Democrat	PRE	President of the United States	CLM	Columbia			28	28	Walz	Harris	/	8250
11/5/2024	DEM	Democrat	PRE	President of the United States	DES	Desoto			15	15	Walz	Harris	/	3525
11/5/2024	DEM	Democrat	PRE	President of the United States	DIX	Dixie			10	10	Walz	Harris	/	1183
11/5/2024	DEM	Democrat	PRE	President of the United States	DUV	Duval			160	160	Walz	Harris	/	229365
11/5/2024	DEM	Democrat	PRE	President of the United States	ESC	Escambia			80	80	Walz	Harris	/	64601
11/5/2024	DEM	Democrat	PRE	President of the United States	FLA	Flagler			21	21	Walz	Harris	/	28431
11/5/2024	DEM	Democrat	PRE	President of the United States	FRA	Franklin			2	2	Walz	Harris	/	1870
11/5/2024	DEM	Democrat	PRE	President of the United States	GAD	Gadsden			25	25	Walz	Harris	/	14203
11/5/2024	DEM	Democrat	PRE	President of the United States	GIL	Gilchrist			10	10	Walz	Harris	/	1662
11/5/2024	DEM	Democrat	PRE	President of the United States	GLA	Glades			13	13	Walz	Harris	/	1222
11/5/2024	DEM	Democrat	PRE	President of the United States	GUL	Gulf			10	10	Walz	Harris	/	1970
11/5/2024	DEM	Democrat	PRE	President of the United States	HAM	Hamilton			8	8	Walz	Harris	/	1727
11/5/2024	DEM	Democrat	PRE	President of the United States	HAR	Hardee			12	12	Walz	Harris	/	1751
11/5/2024	DEM	Democrat	PRE	President of the United States	HEN	Hendry			10	10	Walz	Harris	/	4096
11/5/2024	DEM	Democrat	PRE	President of the United States	HER	Hernando			32	32	Walz	Harris	/	34431
11/5/2024	DEM	Democrat	PRE	President of the United States	HIG	Highlands			25	25	Walz	Harris	/	15227
11/5/2024	DEM	Democrat	PRE	President of the United States	HIL	Hillsborough			448	448	Walz	Harris	/	321455
11/5/2024	DEM	Democrat	PRE	President of the United States	HOL	Holmes			8	8	Walz	Harris	/	882
11/5/2024	DEM	Democrat	PRE	President of the United States	IND	Indian River			34	34	Walz	Harris	/	35654
11/5/2024	DEM	Democrat	PRE	President of the United States	JAC	Jackson			14	14	Walz	Harris	/	5892
11/5/2024	DEM	Democrat	PRE	President of the United States	JEF	Jefferson			16	16	Walz	Harris	/	3429
11/5/2024	DEM	Democrat	PRE	President of the United States	LAF	Lafayette			5	5	Walz	Harris	/	441
11/5/2024	DEM	Democrat	PRE	President of the United States	LAK	Lake			92	92	Walz	Harris	/	84546
11/5/2024	DEM	Democrat	PRE	President of the United States	LEE	Lee			99	99	Walz	Harris	/	139240
11/5/2024	DEM	Democrat	PRE	President of the United States	LEO	Leon			0	0	Walz	Harris	/	94520
11/5/2024	DEM	Democrat	PRE	President of the United States	LEV	Levy			13	13	Walz	Harris	/	5994
11/5/2024	DEM	Democrat	PRE	President of the United States	LIB	Liberty			0	0	Walz	Harris	/	566
11/5/2024	DEM	Democrat	PRE	President of the United States	MAD	Madison			11	11	Walz	Harris	/	3231
11/5/2024	DEM	Democrat	PRE	President of the United States	MAN	Manatee			71	71	Walz	Harris	/	86674
11/5/2024	DEM	Democrat	PRE	President of the United States	MRN	Marion			106	106	Walz	Harris	/	72436
11/5/2024	DEM	Democrat	PRE	President of the United States	MRT	Martin			28	28	Walz	Harris	/	33539
11/5/2024	DEM	Democrat	PRE	President of the United States	DAD	Miami-Dade			762	762	Walz	Harris	/	480355
11/5/2024	DEM	Democrat	PRE	President of the United States	MON	Monroe			33	33	Walz	Harris	/	17933
11/5/2024	DEM	Democrat	PRE	President of the United States	NAS	Nassau			18	18	Walz	Harris	/	17143
11/5/2024	DEM	Democrat	PRE	President of the United States	OKA	Okaloosa			52	52	Walz	Harris	/	32074
11/5/2024	DEM	Democrat	PRE	President of the United States	OKE	Okeechobee			11	11	Walz	Harris	/	3671
11/5/2024	DEM	Democrat	PRE	President of the United States	ORA	Orange			257	257	Walz	Harris	/	340807
11/5/2024	DEM	Democrat	PRE	President of the United States	OSC	Osceola			126	126	Walz	Harris	/	84205
11/5/2024	DEM	Democrat	PRE	President of the United States	PAL	Palm Beach			799	799	Walz	Harris	/	372512
11/5/2024	DEM	Democrat	PRE	President of the United States	PAS	Pasco			120	120	Walz	Harris	/	117450
11/5/2024	DEM	Democrat	PRE	President of the United States	PIN	Pinellas			286	286	Walz	Harris	/	242452
11/5/2024	DEM	Democrat	PRE	President of the United States	POL	Polk			172	172	Walz	Harris	/	136879
11/5/2024	DEM	Democrat	PRE	President of the United States	PUT	Putnam			37	37	Walz	Harris	/	9354
11/5/2024	DEM	Democrat	PRE	President of the United States	SAN	Santa Rosa			41	41	Walz	Harris	/	27035
11/5/2024	DEM	Democrat	PRE	President of the United States	SAR	Sarasota			103	103	Walz	Harris	/	112668
11/5/2024	DEM	Democrat	PRE	President of the United States	SEM	Seminole			82	82	Walz	Harris	/	120717
11/5/2024	DEM	Democrat	PRE	President of the United States	STJ	St. Johns			53	53	Walz	Harris	/	66862
11/5/2024	DEM	Democrat	PRE	President of the United States	STL	St. Lucie			61	61	Walz	Harris	/	83517
11/5/2024	DEM	Democrat	PRE	President of the United States	SUM	Sumter			30	30	Walz	Harris	/	32551
11/5/2024	DEM	Democrat	PRE	President of the United States	SUW	Suwannee			9	9	Walz	Harris	/	4217
11/5/2024	DEM	Democrat	PRE	President of the United States	TAY	Taylor			14	14	Walz	Harris	/	1991
11/5/2024	DEM	Democrat	PRE	President of the United States	UNI	Union			13	13	Walz	Harris	/	971
11/5/2024	DEM	Democrat	PRE	President of the United States	VOL	Volusia			143	143	Walz	Harris	/	120132
11/5/2024	DEM	Democrat	PRE	President of the United States	WAK	Wakulla			0	0	Walz	Harris	/	5441
11/5/2024	DEM	Democrat	PRE	President of the United States	WAL	Walton			21	21	Walz	Harris	/	10287
11/5/2024	DEM	Democrat	PRE	President of the United States	WAS	Washington			12	12	Walz	Harris	/	2140
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	ALA	Alachua			63	63	ter Maat	Oliver	/	619
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	BAK	Baker			9	9	ter Maat	Oliver	/	36
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	BAY	Bay			29	29	ter Maat	Oliver	/	388
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	BRA	Bradford			13	13	ter Maat	Oliver	/	27
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	BRE	Brevard			163	163	ter Maat	Oliver	/	1462
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	BRO	Broward			358	358	ter Maat	Oliver	/	1797
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	CAL	Calhoun			10	10	ter Maat	Oliver	/	17
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	CHA	Charlotte			82	82	ter Maat	Oliver	/	330
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	CIT	Citrus			32	32	ter Maat	Oliver	/	240
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	CLA	Clay			48	48	ter Maat	Oliver	/	483
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	CLL	Collier			67	67	ter Maat	Oliver	/	525
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	CLM	Columbia			28	28	ter Maat	Oliver	/	88
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	DES	Desoto			15	15	ter Maat	Oliver	/	29
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	DIX	Dixie			10	10	ter Maat	Oliver	/	18
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	DUV	Duval			160	160	ter Maat	Oliver	/	1843
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	ESC	Escambia			80	80	ter Maat	Oliver	/	648
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	FLA	Flagler			21	21	ter Maat	Oliver	/	212
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	FRA	Franklin			2	2	ter Maat	Oliver	/	18
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	GAD	Gadsden			25	25	ter Maat	Oliver	/	48
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	GIL	Gilchrist			10	10	ter Maat	Oliver	/	33
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	GLA	Glades			13	13	ter Maat	Oliver	/	9
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	GUL	Gulf			10	10	ter Maat	Oliver	/	19
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	HAM	Hamilton			8	8	ter Maat	Oliver	/	14
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	HAR	Hardee			12	12	ter Maat	Oliver	/	13
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	HEN	Hendry			10	10	ter Maat	Oliver	/	38
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	HER	Hernando			32	32	ter Maat	Oliver	/	278
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	HIG	Highlands			25	25	ter Maat	Oliver	/	101
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	HIL	Hillsborough			448	448	ter Maat	Oliver	/	2368
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	HOL	Holmes			8	8	ter Maat	Oliver	/	19
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	IND	Indian River			34	34	ter Maat	Oliver	/	223
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	JAC	Jackson			14	14	ter Maat	Oliver	/	54
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	JEF	Jefferson			16	16	ter Maat	Oliver	/	34
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	LAF	Lafayette			5	5	ter Maat	Oliver	/	6
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	LAK	Lake			92	92	ter Maat	Oliver	/	607
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	LEE	Lee			99	99	ter Maat	Oliver	/	970
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	LEO	Leon			0	0	ter Maat	Oliver	/	560
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	LEV	Levy			13	13	ter Maat	Oliver	/	54
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	LIB	Liberty			0	0	ter Maat	Oliver	/	11
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	MAD	Madison			11	11	ter Maat	Oliver	/	18
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	MAN	Manatee			71	71	ter Maat	Oliver	/	660
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	MRN	Marion			106	106	ter Maat	Oliver	/	547
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	MRT	Martin			28	28	ter Maat	Oliver	/	231
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	DAD	Miami-Dade			762	762	ter Maat	Oliver	/	2096
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	MON	Monroe			33	33	ter Maat	Oliver	/	134
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	NAS	Nassau			18	18	ter Maat	Oliver	/	258
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	OKA	Okaloosa			52	52	ter Maat	Oliver	/	594
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	OKE	Okeechobee			11	11	ter Maat	Oliver	/	25
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	ORA	Orange			257	257	ter Maat	Oliver	/	2056
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	OSC	Osceola			126	126	ter Maat	Oliver	/	475
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	PAL	Palm Beach			799	799	ter Maat	Oliver	/	1650
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	PAS	Pasco			120	120	ter Maat	Oliver	/	1014
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	PIN	Pinellas			286	286	ter Maat	Oliver	/	1876
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	POL	Polk			172	172	ter Maat	Oliver	/	1017
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	PUT	Putnam			37	37	ter Maat	Oliver	/	86
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	SAN	Santa Rosa			41	41	ter Maat	Oliver	/	535
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	SAR	Sarasota			103	103	ter Maat	Oliver	/	809
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	SEM	Seminole			82	82	ter Maat	Oliver	/	910
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	STJ	St. Johns			53	53	ter Maat	Oliver	/	748
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	STL	St. Lucie			61	61	ter Maat	Oliver	/	378
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	SUM	Sumter			30	30	ter Maat	Oliver	/	249
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	SUW	Suwannee			9	9	ter Maat	Oliver	/	38
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	TAY	Taylor			14	14	ter Maat	Oliver	/	18
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	UNI	Union			13	13	ter Maat	Oliver	/	14
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	VOL	Volusia			143	143	ter Maat	Oliver	/	1012
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	WAK	Wakulla			0	0	ter Maat	Oliver	/	75
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	WAL	Walton			21	21	ter Maat	Oliver	/	180
11/5/2024	LPF	Libertarian Party of Florida	PRE	President of the United States	WAS	Washington			12	12	ter Maat	Oliver	/	30
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	ALA	Alachua			63	63	Garcia	De la Cruz	/	293
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	BAK	Baker			9	9	Garcia	De la Cruz	/	6
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	BAY	Bay			29	29	Garcia	De la Cruz	/	99
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	BRA	Bradford			13	13	Garcia	De la Cruz	/	8
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	BRE	Brevard			163	163	Garcia	De la Cruz	/	316
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	BRO	Broward			358	358	Garcia	De la Cruz	/	1048
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	CAL	Calhoun			10	10	Garcia	De la Cruz	/	5
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	CHA	Charlotte			82	82	Garcia	De la Cruz	/	57
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	CIT	Citrus			32	32	Garcia	De la Cruz	/	66
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	CLA	Clay			48	48	Garcia	De la Cruz	/	147
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	CLL	Collier			67	67	Garcia	De la Cruz	/	134
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	CLM	Columbia			28	28	Garcia	De la Cruz	/	23
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	DES	Desoto			15	15	Garcia	De la Cruz	/	12
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	DIX	Dixie			10	10	Garcia	De la Cruz	/	6
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	DUV	Duval			160	160	Garcia	De la Cruz	/	627
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	ESC	Escambia			80	80	Garcia	De la Cruz	/	240
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	FLA	Flagler			21	21	Garcia	De la Cruz	/	54
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	FRA	Franklin			2	2	Garcia	De la Cruz	/	4
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	GAD	Gadsden			25	25	Garcia	De la Cruz	/	28
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	GIL	Gilchrist			10	10	Garcia	De la Cruz	/	9
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	GLA	Glades			13	13	Garcia	De la Cruz	/	3
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	GUL	Gulf			10	10	Garcia	De la Cruz	/	5
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	HAM	Hamilton			8	8	Garcia	De la Cruz	/	9
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	HAR	Hardee			12	12	Garcia	De la Cruz	/	9
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	HEN	Hendry			10	10	Garcia	De la Cruz	/	23
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	HER	Hernando			32	32	Garcia	De la Cruz	/	101
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	HIG	Highlands			25	25	Garcia	De la Cruz	/	57
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	HIL	Hillsborough			448	448	Garcia	De la Cruz	/	1049
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	HOL	Holmes			8	8	Garcia	De la Cruz	/	6
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	IND	Indian River			34	34	Garcia	De la Cruz	/	59
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	JAC	Jackson			14	14	Garcia	De la Cruz	/	19
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	JEF	Jefferson			16	16	Garcia	De la Cruz	/	2
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	LAF	Lafayette			5	5	Garcia	De la Cruz	/	2
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	LAK	Lake			92	92	Garcia	De la Cruz	/	228
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	LEE	Lee			99	99	Garcia	De la Cruz	/	308
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	LEO	Leon			0	0	Garcia	De la Cruz	/	250
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	LEV	Levy			13	13	Garcia	De la Cruz	/	20
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	LIB	Liberty			0	0	Garcia	De la Cruz	/	0
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	MAD	Madison			11	11	Garcia	De la Cruz	/	8
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	MAN	Manatee			71	71	Garcia	De la Cruz	/	168
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	MRN	Marion			106	106	Garcia	De la Cruz	/	206
11/5/2024	PSL	Party for Socialism and Liberation - Florida	PRE	President of the United States	MRT	Martin			28	28	Garcia	De la Cruz	/	54
